file_path,transcript,mfcc_features
data\ASI\ASI\wav\arctic_a0036.wav,She turned in at the hotel,"[[-6.3074762e+02  1.0393474e+02  3.2613098e+01 ...  6.0499711e+00
   3.9490235e+00  3.9933962e-01]
 [-6.7060193e+02  8.5066071e+01  5.1313538e+01 ... -1.8095011e-01
   4.5963407e+00  9.1895351e+00]
 [-5.7115765e+02  3.5947670e+01 -1.9433521e+01 ... -8.6513863e+00
   1.0517997e+01  1.7767645e+01]
 ...
 [-6.2576178e+02  6.8246033e+01  1.3741417e+01 ...  4.9888525e+00
   1.3130070e+01  3.5844450e+00]
 [-6.2501910e+02  6.9910919e+01  1.6081381e+01 ...  1.7611050e+01
   6.5931354e+00  8.5603237e-01]
 [-5.9861108e+02  8.1678703e+01  1.9480526e+01 ... -5.3608952e+00
   6.6052589e+00  9.7648582e+00]]"
data\ASI\ASI\wav\arctic_a0037.wav,I was the only one who remained sitting,"[[-6.5154150e+02  8.4120468e+01  4.7972298e+01 ...  3.4705586e+00
   6.0899127e-01 -3.9501908e+00]
 [-6.5253320e+02  8.5737946e+01  5.2258286e+01 ...  2.3098078e+00
  -4.0623721e-01 -2.4708269e+00]
 [-6.6151666e+02  7.7281700e+01  5.4100723e+01 ... -1.1252797e+00
   2.4955058e+00  5.1211081e+00]
 ...
 [-6.3560474e+02  8.5755295e+01  4.9176052e+01 ...  3.9628015e+00
  -2.6407593e-01  5.6472406e+00]
 [-6.4117358e+02  8.0611969e+01  3.7715424e+01 ...  6.3874006e+00
  -5.5126686e+00  3.1220927e+00]
 [-6.3148474e+02  8.6229652e+01  3.0331791e+01 ...  1.5769200e+00
   3.3852959e-01  1.1088137e+01]]"
data\ASI\ASI\wav\arctic_a0038.wav,We'll have to watch our chances,"[[-6.65464722e+02  8.48103333e+01  4.27471161e+01 ... -1.35629292e+01
  -1.33012028e+01 -4.35401487e+00]
 [-6.35290894e+02  9.80967560e+01  2.66160469e+01 ...  5.92775774e+00
  -1.47690582e+00 -2.11234045e+00]
 [-6.04876099e+02  1.02202316e+02  1.74480305e+01 ...  1.05226202e+01
   4.33250237e+00  3.67438793e-01]
 ...
 [-5.72215576e+02  6.53512726e+01  1.10439625e+01 ...  9.08276463e+00
   1.06820517e+01  1.30437469e+00]
 [-5.76849792e+02  5.34095917e+01  2.63972511e+01 ...  5.77074230e-01
   8.17290306e+00  1.13482723e+01]
 [-5.77357666e+02  6.44968109e+01  1.80418568e+01 ...  1.39033294e+00
   1.11056385e+01 -1.00627728e+01]]"
data\ASI\ASI\wav\arctic_a0039.wav,The ship should be in within a week or ten days,"[[-6.2959082e+02  9.0440788e+01  3.6395977e+01 ...  5.5096712e+00
   3.2545118e+00 -4.2122960e-02]
 [-6.3712970e+02  8.9640823e+01  3.5172600e+01 ... -6.0990210e+00
  -7.1123137e+00  2.6370699e+00]
 [-6.3731750e+02  9.2307793e+01  4.4284378e+01 ...  2.1893120e+00
  -1.2605444e+00  1.0960946e+00]
 ...
 [-6.2999689e+02  5.8209190e+01  3.0939489e+01 ...  1.7338999e+01
   8.5202236e+00  9.1752070e-01]
 [-6.3376929e+02  6.1938511e+01  3.7646988e+01 ...  8.5624018e+00
   2.4048977e+00  4.1448655e+00]
 [-6.1398035e+02  8.1063713e+01  2.8235455e+01 ...  9.9484673e+00
   9.8897190e+00  6.1729062e-01]]"
data\ASI\ASI\wav\arctic_a0040.wav,I suppose you wonder why she is coming up here,"[[-6.9999695e+02  9.2178314e+01  4.4103989e+01 ...  9.5819235e+00
   5.7502073e-01 -3.4778190e+00]
 [-6.6055072e+02  1.0505901e+02  3.9641998e+01 ...  1.0865398e+01
   4.8541183e+00 -7.7087770e+00]
 [-6.8252795e+02  9.7808762e+01  4.4223003e+01 ...  1.4211359e+01
   1.0785927e+01 -2.5896626e+00]
 ...
 [-6.4280511e+02  7.2858086e+01  4.2459644e+01 ...  1.8182119e+01
  -2.4915581e+00  3.8024540e+00]
 [-6.5480005e+02  7.5823814e+01  3.0491367e+01 ...  1.3311786e+01
  -6.8286295e+00 -1.9482298e+00]
 [-6.7635522e+02  7.8187256e+01  3.3100094e+01 ...  1.6552094e+01
   8.4186125e-01  3.7019176e+00]]"
data\ASI\ASI\wav\arctic_a0041.wav,Meanwhile I'll go out to breathe a spell,"[[-606.0578     102.93997     11.96722   ...   -2.7911944    4.167843
     1.714728 ]
 [-674.3752      99.58127     45.694344  ...    6.8139334    6.572835
     3.9681072]
 [-672.21124     99.471725    48.774597  ...   -6.023965    -3.8653243
     3.8670006]
 ...
 [-652.73224    102.01442     39.694214  ...   12.385181    11.508912
     4.9932337]
 [-652.8817     101.47828     36.711075  ...   24.855381    13.573083
     1.1087544]
 [-657.2965     101.39999     36.357643  ...    6.8068323   -3.85955
    -4.84435  ]]"
data\ASI\ASI\wav\arctic_a0042.wav,How could he explain his possession of the sketch,"[[-6.0685785e+02  1.0086721e+02  1.5099899e+01 ... -2.6007233e+00
  -3.8326538e+00 -5.8966842e+00]
 [-6.7197742e+02  7.6901764e+01  4.4565918e+01 ...  2.7818451e+00
   3.1627014e+00 -7.9179716e-01]
 [-6.3039166e+02  7.5010056e+01  1.4117603e+01 ...  8.4748878e+00
  -9.1253300e+00 -1.4170139e+00]
 ...
 [-6.2393103e+02  7.3698318e+01  3.5072037e+01 ...  3.7687175e+00
  -4.4426000e-01  6.2788324e+00]
 [-6.1886334e+02  6.8527695e+01  4.2262547e+01 ...  4.4555988e+00
  -1.6172304e+00 -8.5067625e+00]
 [-6.4860858e+02  6.6550354e+01  4.9690178e+01 ...  3.3189421e+00
   2.3542898e+00  2.4806991e+00]]"
data\ASI\ASI\wav\arctic_a0043.wav,It seemed nearer to him since he had seen and talked with Gregson,"[[-6.5569269e+02  8.4901962e+01  4.5145840e+01 ...  1.1776464e+01
   9.5451193e+00 -2.2540731e+00]
 [-6.5669897e+02  8.2549576e+01  4.6749840e+01 ...  1.1874666e+01
   3.3506227e+00 -1.3185408e+00]
 [-6.6077887e+02  7.7584366e+01  4.6484344e+01 ...  7.2506838e+00
   3.7269599e+00  2.1340351e+00]
 ...
 [-6.3673511e+02  8.4308228e+01  3.0825283e+01 ...  1.5344680e+01
  -7.4872355e+00  2.7556181e-02]
 [-6.4456409e+02  8.7973557e+01  4.7691757e+01 ...  1.0590082e+01
   1.2372046e+00  6.1758022e+00]
 [-6.3149042e+02  9.7890793e+01  4.0270851e+01 ...  1.3410908e+01
   8.5011568e+00  2.3621001e+00]]"
data\ASI\ASI\wav\arctic_a0044.wav,Her own betrayal of herself was like tonic to Philip,"[[-6.7210388e+02  9.9426636e+01  6.6928589e+01 ...  1.2198395e+01
   6.8133802e+00 -1.5868777e+00]
 [-6.6401190e+02  1.0317364e+02  6.1584942e+01 ...  1.1742550e+00
   7.1566164e-01  2.2326982e-01]
 [-6.5702936e+02  9.6806824e+01  3.6795563e+01 ...  9.1998901e+00
  -5.0804157e+00 -2.6931396e+00]
 ...
 [-6.5515765e+02  8.9805206e+01  2.7615936e+01 ...  5.0111694e+00
  -5.7934332e+00 -8.0778227e+00]
 [-6.5703210e+02  8.9496155e+01  2.5505852e+01 ...  4.3887100e+00
  -1.1793405e+01 -1.8062828e+01]
 [-6.5345227e+02  9.7455803e+01  3.9521217e+01 ...  1.2482120e+01
   5.8986945e+00 -6.5652108e-01]]"
data\ASI\ASI\wav\arctic_a0045.wav,He moved away as quietly as he had come,"[[-6.1105231e+02  9.9992416e+01  1.0253210e+01 ...  3.4828401e+00
  -1.0740751e-01 -5.1416290e-01]
 [-6.7820923e+02  8.5626282e+01  4.6512772e+01 ...  4.5688305e+00
   6.5867805e+00  3.7383792e+00]
 [-6.7357831e+02  8.3420502e+01  4.2430779e+01 ... -1.3374600e+00
  -5.5698261e+00  4.8711376e+00]
 ...
 [-6.5687683e+02  9.2222580e+01  3.6106155e+01 ... -3.8560405e+00
  -1.0047374e+00  1.3139164e+01]
 [-6.6667743e+02  8.0989426e+01  3.3127956e+01 ...  1.3707647e+01
   2.8594196e+00  2.3771064e+00]
 [-6.5854858e+02  9.0394165e+01  3.9959778e+01 ... -5.6418805e+00
  -6.1176953e+00  1.2960408e+00]]"
data\ASI\ASI\wav\arctic_a0046.wav,The girl faced him her eyes shining with sudden fear,"[[-642.29        83.76456     36.815475  ...    7.493089     2.6865764
     4.9571414]
 [-658.85065     76.25929     54.331604  ...   -4.8130374   -5.528618
    -1.8419352]
 [-656.08716     75.365616    43.895756  ...    7.4585505    4.6367455
    -2.8216105]
 ...
 [-615.62756     90.19142     24.232819  ...   17.100441    -8.178049
   -14.243971 ]
 [-633.624       78.58897     22.265148  ...   10.530359     4.702913
     8.171364 ]
 [-638.9298      74.1293      24.683376  ...    2.7906673  -13.816372
    -6.3172665]]"
data\ASI\ASI\wav\arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf dog,"[[-6.3300934e+02  5.3533085e+01  3.5250977e+01 ... -2.2727466e-01
   2.5195663e+00  2.7251744e+00]
 [-6.3706543e+02  4.4711750e+01  2.1462715e+01 ... -8.1312066e-01
  -7.3730719e-01  6.6663117e+00]
 [-6.3417151e+02  5.6243584e+01  4.0462330e+01 ...  9.2722397e+00
   7.6267595e+00  8.1325264e+00]
 ...
 [-6.2133228e+02  7.1348396e+01  4.8400139e+01 ...  1.2581337e+01
   1.1462166e+01  3.9867330e+00]
 [-6.1677856e+02  7.2895950e+01  4.2242249e+01 ...  1.2471458e+01
   3.4374907e+00 -4.8182497e+00]
 [-6.2696173e+02  6.2036308e+01  3.8073490e+01 ...  4.4995718e+00
   3.9965246e+00  8.4461486e-01]]"
data\ASI\ASI\wav\arctic_a0048.wav,He looked at the handkerchief more closely,"[[-6.37501892e+02  6.79159393e+01  4.16013412e+01 ...  7.17105806e-01
  -2.07256675e-01  1.20503855e+00]
 [-6.38361877e+02  7.08426132e+01  5.24701233e+01 ... -4.92167854e+00
  -6.06321526e+00 -3.16231155e+00]
 [-6.32138916e+02  7.14861298e+01  5.11649818e+01 ... -1.48865283e+00
  -3.29726410e+00  5.23625135e+00]
 ...
 [-6.36702454e+02  5.77508392e+01  3.40552521e+01 ...  1.23227415e+01
   1.01605058e+00  5.73881817e+00]
 [-6.36008789e+02  6.20698013e+01  4.24520226e+01 ...  1.43714943e+01
   8.77388358e-01 -2.39033747e+00]
 [-6.27429565e+02  7.85648193e+01  4.85912704e+01 ...  1.57039795e+01
   8.85817909e+00  1.00041008e+00]]"
data\ASI\ASI\wav\arctic_a0049.wav,Gregson was asleep when he reentered the cabin,"[[-6.6406946e+02  8.7999527e+01  4.3179611e+01 ... -2.4557004e+00
  -1.0635462e+01  7.9960594e+00]
 [-6.4335114e+02  1.0819125e+02  4.8419266e+01 ...  9.5718269e+00
  -9.7029362e+00  7.1513939e+00]
 [-6.6761981e+02  8.8945984e+01  4.3123108e+01 ...  1.1538595e+01
  -3.3665916e-01  7.7590919e+00]
 ...
 [-6.4372931e+02  1.0174022e+02  3.9647495e+01 ...  2.7252388e+00
   1.6209921e-01  5.1055245e+00]
 [-6.5402325e+02  8.6717239e+01  3.6774696e+01 ...  1.0260807e+01
   4.6744232e+00  3.3273864e-01]
 [-6.7286963e+02  8.7110664e+01  4.2113350e+01 ... -1.1210005e+01
  -5.5369687e+00  1.8456389e+00]]"
data\ASI\ASI\wav\arctic_a0050.wav,In spite of their absurdity the words affected Philip curiously,"[[-6.2874823e+02  9.4766197e+01  4.3263947e+01 ...  5.3786020e+00
   1.5632187e+00 -6.7561135e+00]
 [-6.5202515e+02  7.9065811e+01  5.0382523e+01 ...  3.1965690e+00
  -1.6829700e+00 -4.5748229e+00]
 [-6.5471118e+02  7.4600708e+01  4.4930016e+01 ... -2.1835821e+00
  -1.6450337e+00 -3.9183056e-01]
 ...
 [-6.5145074e+02  7.3724136e+01  4.8880180e+01 ...  7.2782817e+00
  -1.6581497e-01  2.5038393e+00]
 [-6.5335822e+02  7.3888916e+01  4.5877350e+01 ...  5.9311595e+00
   4.6959200e+00  5.5109887e+00]
 [-6.4490814e+02  8.4541397e+01  5.0472931e+01 ...  1.2691900e+01
   8.8960209e+00  5.0390759e+00]]"
data\ASI\ASI\wav\arctic_a0051.wav,The lace was of a delicate ivory color faintly tinted with yellow,"[[-6.3706641e+02  7.5243149e+01  3.9370819e+01 ... -4.9469023e+00
  -1.2003593e+01 -3.6500611e+00]
 [-6.4468372e+02  7.0913361e+01  4.8681000e+01 ... -2.4323044e+00
  -3.9107108e+00 -3.1525145e+00]
 [-6.4128955e+02  7.1389359e+01  4.1653873e+01 ...  6.4917116e+00
   4.8740163e+00  3.4092169e+00]
 ...
 [-6.2396448e+02  8.4787476e+01  4.7331161e+01 ...  2.1213290e-01
  -5.6184893e+00 -5.1728487e+00]
 [-6.2995471e+02  7.3162949e+01  3.5750862e+01 ...  2.9166377e+00
  -1.8699886e+00  4.7830162e+00]
 [-6.4511285e+02  6.4364914e+01  3.3394554e+01 ...  7.1656451e+00
  -9.1829002e-01 -1.4676677e+00]]"
data\ASI\ASI\wav\arctic_a0052.wav,It was a curious coincidence,"[[-683.63434      67.18271      45.29588    ...   19.83662
    19.091803     12.231505  ]
 [-662.3056       88.34108      50.236572   ...    1.9925182
     1.66019       0.98694825]
 [-668.82104      84.72002      54.14731    ...    5.1969256
     4.6603904     5.7962437 ]
 ...
 [-658.83575      81.18841      30.097023   ...   16.565676
     4.5755877     5.960778  ]
 [-670.34644      71.7306       28.69036    ...    6.886467
    -2.582109     -5.094941  ]
 [-653.54596      90.10869      42.18521    ...   11.43752
     9.966293     11.082989  ]]"
data\ASI\ASI\wav\arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief,"[[-6.65816101e+02  6.59849854e+01  4.77321701e+01 ... -1.05759609e+00
  -1.88269019e-01  2.27907681e+00]
 [-6.47422791e+02  8.45489120e+01  5.37518539e+01 ...  1.27270198e+00
  -6.61052465e-01  1.23108625e-01]
 [-6.44081299e+02  8.82518234e+01  5.53055153e+01 ... -3.51964974e+00
  -2.90266442e+00  3.06684184e+00]
 ...
 [-6.47289978e+02  7.78486328e+01  4.07716751e+01 ...  1.14168129e+01
   3.56156015e+00 -4.85166025e+00]
 [-6.53977600e+02  7.01810760e+01  3.44241791e+01 ...  9.54807472e+00
   5.92927039e-02 -1.00952506e+00]
 [-6.65412048e+02  5.82777901e+01  2.82969837e+01 ...  2.02673078e+00
  -1.50631022e+00 -5.11136341e+00]]"
data\ASI\ASI\wav\arctic_a0054.wav,There was nothing on the rock,"[[-6.8684479e+02  7.5879013e+01  4.9013107e+01 ...  1.3429277e+01
   7.6648750e+00  1.9254949e+00]
 [-6.6349084e+02  9.4402855e+01  4.3214554e+01 ...  7.3116755e+00
   2.2350252e-03  3.1176119e+00]
 [-6.7030701e+02  9.1118607e+01  4.8712254e+01 ...  1.8401684e+00
  -1.8583101e+00 -1.9565507e+00]
 ...
 [-6.4764496e+02  8.9825134e+01  2.5066944e+01 ...  1.9182274e+01
   3.9373903e+00 -7.0791073e+00]
 [-6.6583661e+02  8.0718590e+01  2.8134926e+01 ...  1.5891418e+01
   8.9386517e-01 -1.1380947e+00]
 [-6.6211682e+02  8.9525742e+01  3.8779602e+01 ...  8.1020260e+00
   1.1974766e+00 -3.9960723e+00]]"
data\ASI\ASI\wav\arctic_a0055.wav,Philip stood undecided his ears strained to catch the slightest sound,"[[-6.5234155e+02  6.0439445e+01  4.3916771e+01 ...  5.0125732e+00
   1.8866186e+00 -1.2139596e+00]
 [-6.3298633e+02  8.4125175e+01  5.9569332e+01 ...  1.6941747e-01
  -3.0972302e-02  1.5531148e+00]
 [-6.4468713e+02  7.0470467e+01  5.2541344e+01 ...  8.0404301e+00
   6.0176163e+00  2.3159928e+00]
 ...
 [-6.2535669e+02  7.8726776e+01  3.8884087e+01 ...  1.7485943e+00
  -9.0524855e+00 -2.6427860e+00]
 [-6.1959210e+02  8.7629097e+01  4.3459488e+01 ...  5.5545254e+00
  -1.1499208e+01 -1.0992830e+01]
 [-6.3868506e+02  6.9068832e+01  3.7249718e+01 ...  9.6375141e+00
   1.6117213e+00 -2.5101036e-01]]"
data\ASI\ASI\wav\arctic_a0056.wav,Pearce's little eyes were fixed on him shrewdly,"[[-6.8201184e+02  6.3909821e+01  4.7610336e+01 ...  2.3317924e+00
  -1.6647307e+00 -6.3381690e-01]
 [-6.6685992e+02  7.9718201e+01  5.0580826e+01 ...  9.5617924e+00
   8.1737471e+00  1.1136986e+00]
 [-6.5982404e+02  8.6138588e+01  5.1642853e+01 ...  4.9073629e+00
   1.9113927e+00 -1.7969524e+00]
 ...
 [-6.5032452e+02  7.4612923e+01  3.7615490e+01 ...  8.9345036e+00
  -4.3564763e+00 -1.1859280e-01]
 [-6.4740967e+02  8.6371994e+01  5.0996189e+01 ...  7.0511621e-01
  -6.0004787e+00 -1.9710473e+00]
 [-6.6259021e+02  7.3312286e+01  4.5803501e+01 ...  7.9126205e+00
   3.9270463e+00  8.5600805e-01]]"
data\ASI\ASI\wav\arctic_a0057.wav,I have no idea replied Philip,"[[-7.1607092e+02  9.4085304e+01  4.9331085e+01 ...  1.5495790e+01
   1.4033258e+01  3.0606806e-01]
 [-6.8984100e+02  1.1045268e+02  4.4504341e+01 ...  2.5112858e+00
  -7.4585879e-01  4.3367081e+00]
 [-6.9020575e+02  1.0979084e+02  4.6987022e+01 ...  3.4759452e+00
  -5.3229964e-01 -2.1694276e+00]
 ...
 [-6.2055261e+02  8.8517967e+01  2.4785770e+01 ...  1.0391941e+01
   3.7384057e+00 -2.3756495e+00]
 [-6.4327832e+02  7.9369873e+01  3.2482372e+01 ... -1.0186977e+01
  -6.9127393e-01 -1.1633848e+01]
 [-6.3363074e+02  8.9348175e+01  2.6288631e+01 ...  4.4964628e+00
   5.0273142e+00 -3.0988107e+00]]"
data\ASI\ASI\wav\arctic_a0058.wav,I came for information more out of curiosity than anything else,"[[-6.3211127e+02  6.8446548e+01  3.3715355e+01 ...  2.2857325e+00
   6.9112530e+00  6.8804345e+00]
 [-6.4140765e+02  6.6024261e+01  4.1260696e+01 ... -3.1281948e-02
  -9.2060447e-02 -2.7732487e+00]
 [-6.4286237e+02  5.4721054e+01  3.8172112e+01 ...  8.0922832e+00
   7.4193835e-01 -1.0800157e+01]
 ...
 [-6.4193243e+02  6.8190781e+01  4.4032112e+01 ... -4.7424307e+00
  -9.1662083e+00 -9.9106417e+00]
 [-6.5076385e+02  6.2136238e+01  4.5012955e+01 ... -3.3249804e-01
  -5.9762464e+00 -1.0790350e+01]
 [-6.4775262e+02  6.4611748e+01  4.5104019e+01 ...  5.3198318e+00
   7.3064132e+00  4.7436323e+00]]"
data\ASI\ASI\wav\arctic_a0059.wav,His immaculate appearance was gone,"[[-5.93975464e+02  1.10742645e+02  2.79550667e+01 ...  5.21809876e-01
   2.06065178e+00 -1.55927861e+00]
 [-6.60661194e+02  7.95296936e+01  4.79524460e+01 ...  1.27620583e+01
   1.02165260e+01  3.52939773e+00]
 [-6.58815918e+02  8.38451996e+01  5.10301704e+01 ... -5.87498009e-01
   4.69340920e-01  2.35774827e+00]
 ...
 [-6.51381714e+02  8.52320709e+01  5.43734207e+01 ...  9.29822540e+00
   7.85084534e+00  1.23218718e+01]
 [-6.50525452e+02  7.96165848e+01  4.20479774e+01 ...  4.53097630e+00
   1.06346536e+00  7.59627962e+00]
 [-6.42241638e+02  8.00410004e+01  3.06427364e+01 ...  1.25506508e+00
  -6.90825462e+00 -1.46543646e+00]]"
data\ASI\ASI\wav\arctic_a0060.wav,Anyway no one saw her like that,"[[-7.0937244e+02  8.4232643e+01  4.0575958e+01 ...  3.9551153e+00
   4.0632186e+00  1.8329203e+00]
 [-6.9534088e+02  9.7717590e+01  5.0605034e+01 ...  3.6715765e+00
   7.5519905e+00  7.2595329e+00]
 [-6.9259338e+02  9.8627975e+01  5.0020439e+01 ...  2.1337738e+00
  -1.4377834e+00 -2.5129908e-01]
 ...
 [-6.9423877e+02  9.2690811e+01  4.7905651e+01 ...  5.1467733e+00
   6.1995602e+00  5.1923294e+00]
 [-6.9159149e+02  9.7974731e+01  5.1121971e+01 ...  1.4798955e+01
   7.2564058e+00  9.9149361e+00]
 [-6.4581104e+02  9.8292160e+01  2.3164503e+01 ...  1.2780865e+01
   3.7119429e+00 -1.6036555e-01]]"
data\ASI\ASI\wav\arctic_a0061.wav,Philip snatched at the letter which Gregson held out to him,"[[-6.5086200e+02  4.0559494e+01  2.1433563e+01 ...  5.8014255e+00
  -1.0554240e+00 -5.7927408e+00]
 [-5.5581836e+02  1.0029338e+02  2.6736226e+00 ...  5.3061137e+00
   5.7698393e+00  1.4521803e+01]
 [-5.6225610e+02  9.7968048e+01  1.3894840e+01 ...  8.1282997e+00
   5.6863170e+00  8.9693584e+00]
 ...
 [-6.1756403e+02  7.7024948e+01  4.9058216e+01 ...  2.2889075e-01
  -7.3031645e+00 -4.8666468e+00]
 [-6.3247736e+02  6.3006088e+01  4.3376534e+01 ...  4.5069656e+00
   1.2873262e+00  2.8198428e+00]
 [-6.4197351e+02  5.5623924e+01  4.1459145e+01 ...  9.5200253e+00
   1.1336590e+01  1.0492741e+01]]"
data\ASI\ASI\wav\arctic_a0062.wav,The men stared into each other's face,"[[-6.88987427e+02  9.04898071e+01  4.85337143e+01 ...  9.33460808e+00
   1.20710325e+01  3.57128191e+00]
 [-6.93789978e+02  9.26276093e+01  5.51117630e+01 ...  1.22223854e+01
   1.34877658e+00 -4.18006611e+00]
 [-6.88771790e+02  9.38732529e+01  4.86454773e+01 ...  1.32367649e+01
   7.11306381e+00  8.72685909e-02]
 ...
 [-6.89967346e+02  8.59089508e+01  4.87930489e+01 ... -1.93029666e+00
  -4.74051285e+00 -3.76526499e+00]
 [-6.75062195e+02  1.01329185e+02  4.71321716e+01 ...  7.31525850e+00
   5.42512894e+00 -1.88770843e+00]
 [-6.70197754e+02  9.44238892e+01  3.63330383e+01 ...  2.04792213e+00
  -8.63914299e+00 -9.51680851e+00]]"
data\ASI\ASI\wav\arctic_a0063.wav,Yes it was a man who asked a stranger,"[[-5.9367346e+02  1.0921152e+02  2.1758272e+01 ...  4.9347324e+00
   6.5837204e-01  5.2495308e-02]
 [-6.7698206e+02  8.3571770e+01  4.7962971e+01 ...  7.4131069e+00
   1.4347619e+01  2.0448336e+01]
 [-6.8251965e+02  7.9946579e+01  5.1787422e+01 ...  5.3336658e+00
   5.3422489e+00  6.7584429e+00]
 ...
 [-6.7771417e+02  8.4581604e+01  5.3715866e+01 ...  5.2231207e+00
   2.0409322e+00 -5.0218234e+00]
 [-6.6770026e+02  9.6256279e+01  5.8248207e+01 ...  1.2092028e+01
   1.1138496e+01  7.6970878e+00]
 [-6.8244336e+02  7.4956039e+01  4.1079834e+01 ...  7.8593931e+00
   2.7689209e+00 -4.8745461e+00]]"
data\ASI\ASI\wav\arctic_a0064.wav,The fourth and fifth days passed without any developments,"[[-649.11835     67.95772     43.514038  ...   -2.8775823   -7.369233
    -7.803649 ]
 [-650.58527     62.77588     38.06333   ...   10.226952     9.803818
     9.661135 ]
 [-646.06696     68.65485     43.41217   ...    7.5601645    2.7395499
    -3.6645508]
 ...
 [-649.6481      67.781364    46.04703   ...    7.479618     2.679407
    -1.2462269]
 [-648.89984     68.697136    47.824226  ...    9.67236     -1.2092087
    -5.3636518]
 [-654.07556     65.071335    51.094036  ...    3.573368     4.1134124
     3.7541497]]"
data\ASI\ASI\wav\arctic_a0065.wav,They closed now until his fingers were like cords of steel,"[[-5.9513873e+02  9.5174316e+01  3.3547974e+01 ...  5.6141539e+00
   7.2114964e+00  7.5595832e+00]
 [-6.3251685e+02  7.3250610e+01  4.8174637e+01 ...  8.8009911e+00
   6.1643515e+00  2.4534745e+00]
 [-6.4096490e+02  6.1751919e+01  4.4448391e+01 ... -2.3183742e+00
  -2.3628476e+00  4.8658447e+00]
 ...
 [-5.7132770e+02  6.8684875e+01 -5.1002455e+00 ...  7.5511093e+00
   4.6065095e-01  7.8331847e+00]
 [-6.1376398e+02  7.3089386e+01  2.5728245e+01 ...  1.1563001e+01
   4.1824274e+00 -4.1479053e+00]
 [-6.3200104e+02  6.7924728e+01  3.8166492e+01 ...  4.7519016e+00
  -3.0504787e+00 -4.0735970e+00]]"
data\ASI\ASI\wav\arctic_a0066.wav,He saw Jeanne falter for a moment,"[[-6.8121832e+02  7.5725868e+01  4.8596550e+01 ... -5.2003407e-01
  -5.9103556e+00 -8.0156956e+00]
 [-6.8023120e+02  7.5124512e+01  4.2916679e+01 ...  5.4962692e+00
   1.2869003e+00 -7.1876413e-01]
 [-6.7334113e+02  6.7559006e+01  3.7230736e+01 ... -2.7575974e+00
   3.9464743e+00  6.6015873e+00]
 ...
 [-6.6057269e+02  9.2775581e+01  4.8379478e+01 ...  3.7007358e+00
   9.6389961e+00  1.2223713e+01]
 [-6.6625916e+02  8.8223434e+01  4.7247131e+01 ...  3.4586282e+00
   4.5838995e+00  1.2067896e+01]
 [-6.6913208e+02  8.4469757e+01  4.5361847e+01 ...  2.7087787e-01
  -7.0819330e+00 -2.9049423e+00]]"
data\ASI\ASI\wav\arctic_a0067.wav,Surely I will excuse you she cried,"[[-6.9698175e+02  8.0240211e+01  5.2024231e+01 ... -6.1235032e+00
  -3.9423909e+00 -1.5645869e+00]
 [-6.9055408e+02  8.7288834e+01  5.1248695e+01 ... -5.7396907e-01
   3.3789320e+00  4.1253986e+00]
 [-6.8648187e+02  9.0262527e+01  5.1261818e+01 ...  5.9283290e+00
   5.8889036e+00  6.3453751e+00]
 ...
 [-6.6277020e+02  7.9562439e+01  3.5613434e+01 ...  1.0490426e+01
   1.9582319e+00 -2.8884821e+00]
 [-6.6415161e+02  7.6460312e+01  2.7673878e+01 ... -2.2059922e+00
  -4.7412548e+00 -3.6151745e+00]
 [-6.5795660e+02  8.2110031e+01  4.0389053e+01 ...  7.4192004e+00
   1.0892485e+01  2.6780691e+00]]"
